index,ip,user_agent,request_count,crawled_rate_avg,Head_request_avg,url_anomaly_rate_avg,url_path_depth_avg,image_request_avg,code_request_avg,renderable_request_avg,video_requests_avg,font_request_avg,app_request_avg,4xx_avg,3xx_avg,response_length_bin_avg,response_time_bin_avg,response_length_avg,response_time_avg,response_length_bin_std,response_time_bin_std,is_bot
10,102.105.101.172,"Mozilla/5.0 (Linux; Android 8.1.0; SM-G610F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",-0.10302637778905506,-0.76607025435694,-0.04076506990030669,0.13289668501884525,-0.0726763029824045,0.029293960461368635,0.011669086776509926,0.6373623372523923,0.0,0.3380034830883063,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,0.4724950045150252,0.028510290688055034,0.21152551255836652,0.42327391924290414,0.4181809768351055,0.6571147574784768,-0.18203847856516175
12,102.105.139.132,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36",1.5087197643872994,-0.611179325110305,-0.04076506990030669,2.9685196599622805,2.3370801229881395,-1.56801322537257,-1.1650877188182898,-0.6224594148714497,0.0,-1.2519844511179876,-0.09077678376921969,-0.10676487961472529,-0.1507871672518715,-0.5739370725788054,4.723469510671234,-0.36363125231097104,5.30215266620805,-1.041123960924772,4.011430392785771,-0.18203847856516175
16,102.105.179.61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36",-0.13786796773201868,-0.3390825743576253,-0.04076506990030669,-0.5103217644188502,-0.40258892862410994,0.47895946368626335,-0.25412565372492046,0.39322232235807597,0.0,-0.009618455947573155,-0.09077678376921969,-0.1350914179754317,1.409970578392942,1.011592413384253,-0.26703655480224175,0.22623435916639237,-0.28093741404470424,-1.002680387520453,0.2117485438181082,-0.18203847856516175
26,102.105.238.190,"Mozilla/5.0 (Linux; Android 10; SM-A107F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.91 Mobile Safari/537.36",-0.07850822190326584,-0.7827625694350073,-0.04076506990030669,-0.5691028528528417,0.34092673286563485,-0.6926864559053155,-0.1638158498500025,-0.19382344072871172,0.0,-0.08230304320052978,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,0.19312651104853493,-0.4249600712308953,-0.26622954215185396,-0.400276537226595,0.35410025235479914,-0.6513216288516448,-0.18203847856516175
28,102.105.47.241,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36",-0.10044551927476146,-0.0906768927456537,-0.04076506990030669,-0.5336355031554868,-0.9919908978379286,1.9513095003561192,0.6930020835548241,-0.06548581830251256,0.0,0.5984751331827961,-0.09077678376921969,0.3907448856782449,0.7050920152721831,-2.068956232968005,-0.479793282385241,-0.4963548667530243,-0.4056260863684157,-0.5625071595229015,-0.7325465526666393,-0.18203847856516175
47,102.113.23.217,"Mozilla/5.0 (Linux; Android 10; SM-A207F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36",-0.11722109961766987,2.279098687264684,-0.04076506990030669,-0.60485797009338,0.260165548945197,-1.331630016142358,0.7366471548338596,-0.7298217461557789,0.0,0.7072019562712403,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,0.8638327026875913,-0.24099219677052974,0.07097136551979115,-0.4105168059006341,0.3983599723367241,-0.46552862276468404,-0.18203847856516175
74,102.15.174.47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Safari/537.36",-0.10302637778905506,-0.7589755597960252,-0.04076506990030669,2.0220697532973917,1.0059601856425724,-0.3581101653939254,-0.7325561866274949,-0.04622970445169325,0.0,-0.635337946212156,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-0.6651590862604789,2.3272079778348074,-0.4618081667056813,2.6024673323009706,0.06990279395000401,3.675824491409163,-0.18203847856516175
91,102.221.167.35,okhttp/3.12.1,-0.13528710921772508,2.1107852931205575,-0.04076506990030669,3.6278668613341556,3.550436004963032,-1.9077266688151011,-1.4767814600314997,-0.7298217461557789,0.0,-1.6086793755126183,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-2.0260557203478053,5.8473500269245395,-0.5185374042357795,3.2796970279278015,-0.33613596448204486,-1.0636121710825845,-0.18203847856516175
94,102.221.194.135,"Mozilla/5.0 (Linux; Android 10; SM-A305F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36",-0.05011877824603622,1.255007467788018,-0.04076506990030669,-0.0852169328642233,-0.8561334821328542,0.6438577782954487,1.090795733212317,0.5565741868691821,0.0,0.8335227561867234,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-0.6858437060927608,-0.19425441244816663,-0.026416526184827017,-0.3255552617612418,0.9584457065607178,0.056475841841481536,-0.18203847856516175
111,102.226.142.23,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A720F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36",-0.1262541044176975,0.7964151045492164,-0.04076506990030669,-0.12084518787739082,0.4820975169589487,-0.4663554358534927,-0.46988844307314026,0.19503807497327813,0.0,-0.29180567704728694,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,0.8560656090089178,-0.25815083265024585,-0.05432482939809193,-0.40567219813514427,-0.44641234283619335,-0.26053083579296743,-0.18203847856516175
124,102.29.84.171,"Mozilla/5.0 (Linux; Android 10; SM-P205) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.111 Safari/537.36",0.005369679811276219,-0.04437200614059341,-0.04076506990030669,-0.26284185640813124,-0.19144019991999656,0.2324912225521353,-0.05034968600715724,0.5033246820162972,0.0,0.0008329226116754689,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-0.182567417911425,-0.25815083265024585,-0.07105771729739645,-0.3664724326233624,0.7883555461467846,-0.1358362612867147,-0.18203847856516175
158,102.57.85.65,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.80 Mobile/15E148 Safari/604.1",-0.07721779264611904,1.753426897530239,-0.04076506990030669,-0.22901793087047176,0.2912197869570502,0.11961570890515913,-0.32281418216911023,-0.7298217461557789,0.0,-0.35099101180977377,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,0.03227369013436981,-0.2840092825083012,-0.22830713374140466,-0.2872399121375017,0.5148680401863845,0.05414714587427185,-0.18203847856516175
172,102.86.121.42,"Mozilla/5.0 (Linux; Android 10; SM-A750F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36",-0.13012539218913788,0.4566849260844045,-0.04076506990030669,0.27852044236531653,-0.6638520707864785,0.041400339394346626,1.1977781162641425,-0.7298217461557789,0.0,1.189677233726211,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-0.4813308337876077,-0.10653819843181665,-0.10107011065400294,0.12962792819487712,0.9854060172440803,0.2900638123117073,-0.18203847856516175
181,102.86.198.67,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",-0.1288349629319911,-0.3390825743576252,-0.04076506990030669,-0.007827431291699494,0.24002103594916938,0.6835325607578088,-1.4767814600314997,-0.7298217461557789,0.0,-1.1518048270654626,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-0.2517755689552931,-0.5691511079701006,-0.3736812995656525,-0.4110463994068785,0.6829923921573642,-1.6399359571911978,-0.18203847856516175
199,102.86.253.89,Mozilla/5.0 (Android 10; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0,-0.10689766556049546,-0.9865113524439167,-0.04076506990030669,-0.3222222814300772,-0.23736322607083346,0.3198470548528389,0.07932592981323766,0.6995070683164002,0.0,-0.25190041345742836,-0.09077678376921969,0.4305809692883719,0.7824297886553386,-0.14047604661235294,-0.18464167666555292,-0.2664029563367054,-0.30920878286430126,0.7523509465945413,0.07170812135666817,-0.18203847856516175
202,102.86.34.193,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G570F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/6.0 Chrome/56.0.2924.87 Mobile Safari/537.36",-0.09657423150332106,0.34334054178772294,-0.04076506990030669,-0.5410785717724198,-0.9109928809400707,-0.10158581178704144,1.2989776677996534,2.4571952050321877,0.0,0.8115209351804232,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-0.3325621256415363,-0.39768068590185635,-0.09876235149264559,-0.4077888661125121,1.0180996183310527,-0.563873506196585,-0.18203847856516175
208,102.86.54.239,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",-0.1314158214462847,-0.7705785127208993,-0.04076506990030669,-0.7172311957065005,-1.9716179007962624,1.0781700246121377,2.620416188761825,-0.7298217461557789,0.0,2.678164791831971,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-2.390827434644909,-0.5691511079701006,-0.4988209118808545,-0.41156172490855364,-1.3373432698813295,-1.6399359571911978,-0.18203847856516175
212,102.86.6.9,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A217F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.0 Chrome/75.0.3770.143 Mobile Safari/537.36",-0.12238281664625708,-0.11495545799299245,-0.04076506990030669,-0.2746749121190263,0.33450128887745173,-0.05141523242515092,-0.5258269440152714,0.1436569737994416,0.0,-0.36496532696202766,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,0.6266486753518141,-0.39291761862218294,-0.06697064114634291,-0.3325569511241492,0.15545305930738365,-0.485477468582866,-0.18203847856516175
231,102.90.164.74,"Mozilla/5.0 (Linux; Android 5.0.1; ALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.136 Mobile Safari/537.36",-0.12754453367484428,0.10832856969809294,-0.04076506990030669,0.23869037684244385,-0.5334476850463049,-0.036564740934031226,1.090795733212317,-0.7298217461557789,0.0,1.0777429693566576,-0.09077678376921969,-0.1350914179754317,-0.3157665933854676,-0.29944491756728026,-0.18848677097859842,-0.09352090422384392,-0.3834186320410693,0.9487020171984766,0.023740345332469926,-0.18203847856516175
236,102.90.17.243,"Mozilla/5.0 (Linux; Android 10; Nokia 7.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36",-0.12367324590340388,-0.6767078434859183,-0.04076506990030669,-0.43029075797740063,-0.08624405755630321,-0.016390488342321805,-0.2656601424636616,0.16013770436463443,0.0,-0.3414990241591862,-0.09077678376921969,-0.1350914179754317,1.05179871255214,1.013312618767715,-0.2698866920962781,0.21741844991873735,-0.24069838113889613,-0.9188652149664938,0.08023010598379168,-0.18203847856516175
238,102.90.18.217,"Mozilla/5.0 (Linux; Android 10; ALP-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.155 Mobile Safari/537.36",-0.09786466076046786,-0.569800749268904,-0.04076506990030669,-0.18153417497546076,-0.7629733462822669,0.8385971000905783,0.2818330558889225,-0.08368680262725962,0.0,0.5380051466431958,-0.09077678376921969,-0.1350914179754317,0.677123286267864,-0.1436551061254999,-0.22151244405092055,0.11980565238794197,-0.099668063718137,0.8721890455408932,0.3302531486929565,-0.18203847856516175
